playlist_id	playlist_name	description	num_tracks	num_followers
37i9dQZF1DWXMEbgClM8hw	This Is: Glenn Gould	A 50-track collection of the best brass band pieces in <a href="http://open.spotify.com/genre/classical">classical</a> music, from Fanfares For The Common Men, to dozens of brilliant 20/21 century works in the ever expanding repertoire. Also follow: <a href="spotify:user:spotify:playlist:28dKgWKUcZ6HKUmav0jQ1w">wind symphoy playlist</a>.	50	30901
37i9dQZF1DX0ynPp7KaiSY	This Is: London Symphony Orchestra	The best <a href="spotify:genre:classical">classical</a> pieces inspired by dancing snowflakes, or evoke images of winter landscapes. Enjoy the perfect soundtrack for a winter journey, or a quiet night's reading by the fireside. Other seasons: <a href="spotify:user:spotify:playlist:37i9dQZF1DWZm0IlR3JPVY">Spring</a>, <a href="spotify:user:spotify:playlist:37i9dQZF1DWYRUctuBGBo1">Summer</a>, <a href="spotify:user:spotify:playlist:37i9dQZF1DX2d2B80QbRDa">Autumn</a>.	50	38874
37i9dQZF1DWZm0IlR3JPVY	This Is: London Symphony Orchestra	What would spring sound like? Find out in this 50-track collection of best <a href="spotify:genre:classical">classical</a> pieces that captured the spirit of reawakening. From well-known classics (Vivaldi's Four Seasons, Beethoven's Spring sonata, Stravinsky's Rite of Spring) to dozens of less known gems. Other seasons: <a href="spotify:user:spotify:playlist:37i9dQZF1DWYRUctuBGBo1">Summer</a>, <a href="spotify:user:spotify:playlist:37i9dQZF1DX2d2B80QbRDa">Autumn</a>, <a href="spotify:user:spotify:playlist:37i9dQZF1DX0ynPp7KaiSY">Winter</a>.	51	25083
37i9dQZF1DX7TvcXU5TLWg	This Is Haydn	100 renowned violinists play 100 works, from famous concertos of the <a href="spotify:user:spotify:playlist:2MyIZQgYryXiqViLOkeDCU">baroque</a>, classical and romantic era, to lesser known gems from 20/21st century. More playlist: <a href="spotify:user:spotify:playlist:4Y9zzMRm0OiPYgKOIX2VKA">Viola</a>, <a href="spotify:user:spotify:playlist:49znshcYJROspEqBoHg3Sv">Cello</a>, <a href="spotify:user:spotify:playlist:3SIYontohJmdGn2utiIb4E">Double Bass</a>.	100	103796
37i9dQZF1DWVQTBWd2FvK6	This Is Haydn	The burnished, golden sound of the viola could be almost as dark as the <a href="spotify:user:spotify:playlist:49znshcYJROspEqBoHg3Sv">cello</a>, or as lyrical as the <a href="spotify:user:spotify:playlist:4NqwtsMu5EBrUBhKK6vLmB">violin</a>. This collection features most renowned players of the instrument, and 50 great pieces in which viola plays a prominent role. Cover: <a href="spotify:artist:6x1iIq6sH6TPtCA5IJjA4x">Yuri Bashmet</a>.	50	14354
37i9dQZF1DWSPYCQqDPtY7	This Is Beethoven	The double bass has the deepest voice among string instruments. Enjoy these 50 highlights from 50 pieces written for the contrabass (its other name), or feature it prominently. More playlists: <a href="spotify:user:spotify:playlist:4NqwtsMu5EBrUBhKK6vLmB">Violin</a>, <a href="spotify:user:spotify:playlist:4Y9zzMRm0OiPYgKOIX2VKA">Viola</a>, <a href="spotify:user:spotify:playlist:49znshcYJROspEqBoHg3Sv">Cello</a>. Cover: <a href="spotify:artist:7jkhwa4XMe9XSt1r0AWNqD">Edgar Meyer</a>.	50	8987
37i9dQZF1DWYi4w24l7FTx	This Is Beethoven	Cello is the closest sounding instrument to the <a href="https://open.spotify.com/user/spotify/playlist/2buJxP9hm7N9tMgt8Jfbx0">human voice</a>. This collection features 50 celebrated cellists/groups performing 50 iconic works, from almost as many composers. More playlists: <a href="spotify:user:spotify:playlist:4NqwtsMu5EBrUBhKK6vLmB">Violin</a>, <a href="spotify:user:spotify:playlist:4Y9zzMRm0OiPYgKOIX2VKA">Viola</a>, <a href="spotify:user:spotify:playlist:3SIYontohJmdGn2utiIb4E">Double Bass</a>.	50	185923
37i9dQZF1DXafCT9DHTijq	This Is Mozart	A spine-chilling selection of classical favourites and supernatural soundtracks.	48	65008
37i9dQZF1DXcj60FvXn3Et	This Is Mozart	Extraordinary soundtracks composed by extraordinary women. Photo: <a href="spotify:artist:2lD1D6eEh7xQdBtnl2Ik7Y">Hildur Guðnadóttir</a>	49	32195
37i9dQZF1DX21bRPJuEN7r	This Is Handel	Updated every week @Composer Weekly. An introduction to composer Michael Nyman, one of the most influential and popular classical composers of our time.	30	163880
37i9dQZF1DX7dzHXrANAir	This Is Handel	The genre-defying artists inspired by classical music. Photo: Nils Frahm.	94	71822
37i9dQZF1DXbaZdHeCwl9C	This Is Bach	50 splendid recordings of historically informed performance, which uses both period instruments and performance practice, in order to present music works faithfully, in the style of the era when the piece was originally conceived.	50	40541
37i9dQZF1DXajUXy2f1Dsi	This Is Bach	Immerse yourself in the brilliant sounds of Latin composers.	50	22761
37i9dQZF1DXddGd6mP5X2a	This Is Verdi	100 of the greatest orchestral works. From early Handel to contemporary Ligeti and Górecki. Monumental and romantic with Bruckner and Strauss. Classical symphonies by Beethoven and Mozart. Elegant orchestration by Mahler and Ravel.	100	136024
37i9dQZF1DX0i61tT0OnnK	This Is Verdi	Stratospheric classical tunes inspired by galaxies far, far away.	77	252255
37i9dQZF1DWVfS4Cdd3PNf	This Is Puccini	100 highlight tracks from 100 great operas, including masterpieces of baroque era (Monteverdi, Rameau, Gluck) all the way to 20th century and contemporary classics (Ligeti, Saariaho, John Adams).	100	237477
37i9dQZF1DXah8e1pvF5oE	This Is Puccini	100 best pieces for unaccompanied  piano(s), played by some of the most brilliant pianists in modern recording era. From the most familiar masterpieces, to many little known gems.	101	253645
37i9dQZF1DX7cBprxbt1Fn	This Is Rossini	Gentle, relaxing <a href="spotify:genre:classical">classical</a> music.	67	242397
37i9dQZF1DWZtZ8vUCzche	This Is Rossini	Enjoy your perfect headphones jam with this eclectic collection of brilliantly produced and recorded tracks. These can serve as audiophile reference tracks, but they are great music that can be enjoyed on any headphones or stereo as well!  <a href="spotify:user:spotify:playlist:37i9dQZF1DWWISLnAIWyCZ">Classical version here</a>.	150	510963
37i9dQZF1DX1W7If2h64K3	Classical Piazzolla	Discover the music of Schumann.	60	19532
37i9dQZF1DWWYlokKRoQoC	Classical Piazzolla	All the essentials, one playlist.	91	92606
1scnlLVq91NGtsA9sh0hfw	Nicholas Sparks | Songs from the Soundtracks	Go behind the scenes of the <a href="http://www.twobytwomusic.com">Two By Two</a> book soundtrack curated by <a href="spotify:user:nicholassparksofficial">Nicholas Sparks</a> and featuring songs from <a href="spotify:artist:410MPX0LjYx4PFgIJsBbPT">JD Eicher</a>. Then, linger a while with soundtrack selections from your favorite Nicholas Sparks films.	53	334
37i9dQZF1DX3LyU0mhfqgP	Nicholas Sparks | Songs from the Soundtracks	Listen to tracks that don't hold back from artists that are unlike any other. Cover: Julien Baker	127	673644
37i9dQZF1DX59HcpGmPXYR	Out Now: Unlike Any Other	The revolutionaries, the allies, and the just plain fabulous: these flawless tracks are beyond perfect for Pride. Cover: Elton John	61	579669
37i9dQZF1DWTMR78LDoAZC	Out Now: Unlike Any Other	Alternative and indie artists from across the Pride spectrum. Cover: girl in red	94	94860
37i9dQZF1DWX82ahbDuQIz	Pride Classics	Musical songs from Broadway and beyond. Cover: Idina Menzel	50	379920
37i9dQZF1DXbmCTvLQy5AO	Pride Classics	Empowered rhymes and vibes. Cover: Steve Lacy	55	99046
37i9dQZF1DWZZCoBbLu26P	Alternative Pride	Queens everywhere - givin' us life. Cover: Monét X Change	61	56653
37i9dQZF1DX5TMFhaZc9ov	Alternative Pride	Lyrical. Legit. This Pride vision of Folk, Americana, and Singer-Songwriter music features LGBTQ acts and allies. Cover: Orville Peck	83	78276
37i9dQZF1DWTLrNDPW5co2	Best of Broadway	Bold and pioneering. LGBTQ+ artists and allies at the centre of electronic music culture. Cover: KAYTRANADA	53	133342
37i9dQZF1DX2GKumqRIZ7g	Best of Broadway	Four to the floor with your disco queens and kings. Cover: Sylvester	50	521706
37i9dQZF1DWZTHlwqNeZ4l	Work It, Own It	Tapping Gallant, ANOHNI, and more, the Canadian duo forge a Pride list that defines eclecticism. Listen for a new tune with Ingrid Michaelson.	27	9849
37i9dQZF1DWXQvLdd1rRKX	Work It, Own It	Provocation, empowerment, soulful storytelling—all elements of the mix picked by the brilliant music maker, out now with No Shape.	29	8518
37i9dQZF1DX6WKkjNUHy2F	Fierce	The inspiration to be who you truly are—that’s at the center of the Pride playlist curated by the pop vocalist and Queen collaborator.	26	16669
37i9dQZF1DXaEC8MQ0kjtY	Fierce	Take a look at Australia's future king of Pop.	43	317963
37i9dQZF1DX5xCgFwl423z	Queer As Folk	Sylvester, Klaus Nomi, Judy Garland, and a slew of his own songs—peek into the singer-songwriter’s timeless world, in celebration of Pride.	30	1980
37i9dQZF1DXajWk2WkW4sa	Queer As Folk	<a href="spotify:artist:7ahoEOUbXDm3vYTvOHWXbe">Kathy Griffin</a> joins us to #PressPlayForPride. Discover more at <a href="https://open.spotify.com/genre/pride">spotify.com/pride.</a>	23	1065
37i9dQZF1DX3V9xyjs9Om5	Club Resistance	You’ll vibe with the frothy pop and empowering club classics in this Pride collection from the Aussie synth-pop diva with a human touch.	20	2400
37i9dQZF1DX7wHseZmxqFF	Club Resistance	The UK girl group grab the power and show their love for Pride, unfurling a no-fail list of pop party jams and club classics.	27	12275
37i9dQZF1DWTWaD7ByJaBc	Disco Fever	Artist, producer and writer behind many of your favourite songs makes his Pride selection for you.	23	15729
37i9dQZF1DX4yLn8TpmS3h	Disco Fever	Drawing from R&B, indie, pop, and more, the electropop act’s singer Olly Alexander shines a light on LGBTQIA+ artists that inspire.	26	17295
37i9dQZF1DX6RDaNNfUPt3	Tegan and Sara: Pride	<a href="spotify:artist:1qpR5mURxk3d8f6mww6uKT">Shura</a> joins us to #PressPlayForPride. Discover more at <a href="https://open.spotify.com/genre/pride">spotify.com/pride.</a>	26	1447
37i9dQZF1DX8SiEKUUEVVi	Tegan and Sara: Pride	Intoxicating, joyful pop captures the Pride spirit for the Austrian drag queen and Eurovision Song Contest 2014 winner.	29	5156
37i9dQZF1DXdLtD0qszB1w	Perfume Genius: Pride	Come together to listen to their greatest hits.	90	2524660
37i9dQZF1DWYHkSks5rujC	Perfume Genius: Pride	A journey through The Beatles' career.	50	193649
37i9dQZF1DX5k1GSjYBi0z	Adam Lambert: Pride	During the height of the 60s, no one knew how to convey the message of love and peace better than the Beatles.	50	261992
37i9dQZF1DWZreqadA03A8	Adam Lambert: Pride	Imaginative. Inventive. Ingenius. Influential. Here are the Beatles at their most experimental; changing and shaping the face of music forever.	51	157285
37i9dQZF1DXdwF9DytRe8w	This Is: Troye Sivan	Start your day with The Beatles!	50	327114
37i9dQZF1DXcHV6YH5zTsV	This Is: Troye Sivan	Get ready to twist and shout - this is the ultimate Beatles party playlist.	50	82014
37i9dQZF1DWVDVRzaLYm4M	Rufus Wainwright: Pride	The quiet Beatle. Listen to all his essential tracks.	48	145349
37i9dQZF1DX2PB4Qx11qXU	Rufus Wainwright: Pride	The essential songs from Paul McCartney's solo career and the Wings.	57	141339
37i9dQZF1DWULtPSrLama7	Kathy Griffin #PressPlayForPride	Former member of the greatest rock band of all time, The Beatles.	32	21842
37i9dQZF1DX5CrSNP0mzoZ	Kathy Griffin #PressPlayForPride	Sir George Martins most essential work, all in one playlist.	57	34071
37i9dQZF1DWVs8I62NcHks	Betty Who: Pride	All your favorite <a href="spotify:user:128899670">Disney</a> classics, new and old. Cover: <a href="spotify:album:6WjuMbjLJHdI0EwjJR9ChA">Forky and Woody</a>	69	1726345
37i9dQZF1DX95gx8SY6DLX	Betty Who: Pride	All of their essential songs, all in one place.	50	440825
37i9dQZF1DXec50AjHrNTq	Little Mix: Pride	AC/DC is back with the brand new album POWER UP !	59	1546806
37i9dQZF1DWZUozJiHy44Y	Little Mix: Pride	All of the UK <a href="spotify:artist:4dpARuHxo51G3z768sgnrY">singer-songwriter</a>'s memorable songs, in a single playlist.	25	1921084
37i9dQZF1DWZMCPjHG57gq	MNEK: Pride	Hear all the best songs by the monumental <a href="spotify:artist:3dkbV4qihUeMsqN4vBGg93">soul singer</a>.	26	123721
37i9dQZF1DWXMmak2OV7PN	MNEK: Pride	The best of alt-J, so far.	27	162849
37i9dQZF1DX6bJVMtDYJHx	Years & Years: Pride	Celebrating the legacy of the undisputed Queen of Soul, Aretha Franklin.  Her most essential tracks, all in one playlist.	51	283319
37i9dQZF1DX4EKARgqYPFZ	Years & Years: Pride	The essential blink-182, all in one place.	50	358353
37i9dQZF1DX177vQ7mVRmP	Shura #PressPlayForPride	Celebrate the 10th anniversary of Doo-Wops & Hooligans plus all the essential Bruno Mars hits!	43	2714663
37i9dQZF1DX6GiJlVeD6Ou	Shura #PressPlayForPride	Carole King's most essential tracks, all in one playlist.	46	88461
37i9dQZF1DX5WtNRbfbuUo	Conchita: Pride	Deep Purple´s most essential tracks, all in one playlist.	49	189976
37i9dQZF1DX3BSwupE5hR7	Conchita: Pride	Depeche Mode, the essential tracks, all in one playlist.	51	417798
37i9dQZF1DWVRrLXgTbWFy	This Is The Beatles	This is: Dispatch. The essential tracks, all in one playlists.	40	17849
37i9dQZF1DWWxPM4nWdhyI	This Is The Beatles	Listen to all of Ed's essential tracks in one place.	40	4613716
37i9dQZF1DWVstK6FYh8Nw	The Long and Winding Road	The Atlanta-born <a href="spotify:artist:1RyvyyTE3xzB2ZywiAwp0i">rapper</a>'s dopest songs plus his latest bangers.	50	429521
37i9dQZF1DXcIVSTUG9zAG	The Long and Winding Road	Listen to a collection of his greatest hits. This Is: George Michael	47	412209
37i9dQZF1DWUifRttnt99X	All You Need Is Love	An essential collection of songs from the <a href="spotify:artist:2H5elA2mJKrHmqkN9GSfkz">folk icon</a>.	59	15506
37i9dQZF1DX3Csy1LFxjkI	All You Need Is Love	All his biggest hits, all in one place.	39	411970
37i9dQZF1DX9OTdoPfdJpF	This is: Jamiroquai	Jamiroquai, the essential tracks, all in one playlist.	50	255043
37i9dQZF1DWYrlaUEYy4Vg	This is: Jamiroquai	John Mayer's greatest songs all in one playlist.	63	639165
37i9dQZF1DX8DxW4iib3Eq	This Is John Mayer	Check out this collection of amazing John Legend tracks.	57	275850
37i9dQZF1DXc2aPBXGmXrt	This Is John Mayer	This is the essential Justin Bieber.	50	2074490
37i9dQZF1DXc7FZ2VBjaeT	This Is John Legend	Listen to new album Chromatica, alongside all her biggest hits.	54	1102419
37i9dQZF1DX1xlmTNXq2Qg	This Is John Legend	Listen to new album mama's boy alongside their biggest tracks!	56	693453
37i9dQZF1DX3Hdbt1R3mYP	This Is Justin Bieber	One of the most important British folk artists of the 21st century. This is Laura Marling	46	25357
37i9dQZF1DWULYh276RumE	This Is Justin Bieber	All Miranda... All The Time. Enjoy the new singles "It All Comes Out in the Wash" and "Locomotive" now!	63	120948
37i9dQZF1DWTG97QsiXgEX	This Is Lady Gaga	The essential Muse, all in one place.	50	555909
37i9dQZF1DWT6VDwxLyl0W	This Is Lady Gaga	Enjoy over 50 years of musical genius.	50	234777
37i9dQZF1DX8OYzU0lx5hL	This Is LANY	One of the finest <a href="spotify:artist:7G1GBhoKtEPnP86X2PvEYO">voices</a> we've ever known. Now hear her greatest songs.	50	272127
37i9dQZF1DWThFkopzOaNW	This Is LANY	Celebrate the career of one of the most influential <a href="spotify:artist:1mFX1QlezK1lNPKQJkhwWb">R&B groups</a> of all time.	46	86470
37i9dQZF1DX6p4TJxzMRDe	This Is Laura Marling	Dance all night to the best songs ever!	50	2022834
37i9dQZF1DXbZBKpgxsyXU	This Is Laura Marling	The essential tracks, all in one playlist.	39	337486
37i9dQZF1DX4dWEvmDfGoP	This Is Miranda Lambert	An essential introduction to Raffi.	52	36638
37i9dQZF1DX6JzJ8vAK836	This Is Miranda Lambert	Pop, rock, funk, R&B, psychedelia—the man from Minneapolis was a true original and earth-shattering performer. Hear <a href="spotify:artist:5a2EaR3hamoenG9rDuVn8j">Prince Rogers Nelson</a>'s best right now.	73	661671
37i9dQZF1DWXqcBHh7a68E	This Is Muse	Listen to 'Human' from Rag'n'Bone Man alongside other career highlights.	32	184117
37i9dQZF1DX024QaIPhrkq	This Is Muse	The essential Soundgarden, all in one playlist.	50	115381
37i9dQZF1DX1zj9CzXszqD	This Is Neil Young	A collection of the essential Status Quo songs.	38	44074
37i9dQZF1DWWYIyS8LLUDj	This Is Neil Young	Stevie Wonder, the essential tracks, all in one playlist.	50	320815
37i9dQZF1DXaZan2kzvaVc	This Is Nina Simone	The Beach Boys, the essential tracks, all in one playlist.	50	206406
37i9dQZF1DX5COO9vTaRpO	This Is Nina Simone	The Rolling Stones essential tracks, all in one playlist.	51	700889
37i9dQZF1DX6bnzK9KPvrz	This Is New Edition	Check out this collection of The Weeknd's dopest tracks!	62	1970739
37i9dQZF1DXctzlWgrxNLn	This Is New Edition	Hear the newest track "Center Point Road" and more!	84	148915
37i9dQZF1DX5xFQkXoZxdM	This Is One Direction	This is the essential collection of songs from Trey Songz.	56	166022
37i9dQZF1DX8f6VxHEcGCN	This Is One Direction	The man, the myth, the legend.	70	377989
37i9dQZF1DWZais6SIaMts	This Is OneRepublic	The pivotal tracks by the genre-redefining <a href="spotify:artist:0cmWgDlu9CwTgxPhf403hb">producer</a>, composer, and DJ + his new single with TEED '6000 ft.'	46	121553
37i9dQZF1DWXcA2XXbXQ3d	This Is OneRepublic	Definitive career highlights from Britney Jean Spears.	46	530877
37i9dQZF1DX9qkL85stcHs	This Is Raffi	The essential tracks with Bruce Springsteen.	70	416384
37i9dQZF1DX3w9f3pg1Dyc	This Is Raffi	Cher's most essential tracks, all in one playlist.	37	180221
37i9dQZF1DX0LonJ1uN97e	This Is Prince	Chuck Berry, the essential tracks, all in one playlist.	57	82802
37i9dQZF1DWZAkrucRF6Gq	This Is Prince	Celebrated masters of 'French touch', This Is Daft Punk.	29	546738
37i9dQZF1DX9AUVnnnNUND	This Is: Rag'n'Bone Man	Eagles, the essential tracks, all in one playlist.	46	514686
37i9dQZF1DX3yvjXSVJwJV	This Is: Rag'n'Bone Man	Can't hide our love for the <a href="spotify:artist:4QQgXkCYTt3BlENzhyNETg">funk-soul outfit</a>. Hear all their pivotal tracks now.	24	245761
37i9dQZF1DX7VulteLVOkq	This Is Soundgarden	Just some of the many highlights from the <a href="spotify:artist:3PhoLpVuITZKcymswpck5b">Rocket Man</a>'s glittering career - this is Elton John.	47	886161
37i9dQZF1DXdRITMyVwc9y	This Is Soundgarden	Her biggest hits and best-loved collaborations, all in one playlist.	38	53777
37i9dQZF1DWSxQLa5KoDYW	This Is: Status Quo	The best of Gorillaz, in one place.	58	694875
37i9dQZF1DX7QOv5kjbU68	This Is: Status Quo	Hear all of Drake's biggest and best hits in one playlist. Thank us later.	79	3134852
37i9dQZF1DX8N0xov3IdrH	This Is Stevie Wonder	From early performances to iconic Grateful Dead, enjoy key picks that highlight the folk, bluegrass, and old time virtuosity of Jerry Garcia.	60	59067
37i9dQZF1DX94esvuBEVw6	This Is Stevie Wonder	We live in the time of Joni Mitchell.	60	101598
37i9dQZF1DWY24WaVcCqqH	This Is The Beach Boys	Listen to new album 'Confetti', alongside their biggest hits.	69	855953
37i9dQZF1DX7FLzW9rNIxr	This Is The Beach Boys	They have not been wasting their young years - they have been making some of the most beautiful music in the world.	28	150070
37i9dQZF1DXdVelxaccCqL	This Is The Rolling Stones	Lou Reed, the essential tracks, all in one playlist.	50	68886
37i9dQZF1DWXDAhqlN7e6W	This Is The Rolling Stones	Hits written and produced by Max Martin.	44	52331
37i9dQZF1DWTqZKf590Jo5	This Is The Weeknd	Celebrate R&amp;B crooner Maxwell's career with this essential collection of songs.	23	73963
37i9dQZF1DX5P58TnuVGha	This Is The Weeknd	Your essential collection, all in one playlist.	25	5994
37i9dQZF1DWYEHBVWXZn8H	This Is Thomas Rhett	Featuring the brand new album Ghosteen.	63	109710
37i9dQZF1DX6JuPU62sIoU	This Is Thomas Rhett	Get all the essential music by Nickelback.	33	413348
37i9dQZF1DX1XDyq5cTk95	This Is: Trey Songz	The essential Radiohead, all in one playlist.	67	473401
37i9dQZF1DWSNpCo0vJUOm	This Is: Trey Songz	The ones we love. This is R.E.M.	59	200670
37i9dQZF1DWWhBhYl3ZMvY	This Is Rihanna	Catch all the essential tracks by the multitalented Rihanna.	37	2003277
37i9dQZF1DX8IAL5KfmFJA	This Is Rihanna	In loving memory of Marie Fredriksson.	51	261770
37i9dQZF1DX86aPVQf2emM	This is Roxette	His finest work, in one playlist	35	47938
37i9dQZF1DX5WbJFtYTzv7	This is Roxette	Listen to the brand new album 'Ignorance is Bliss' and all his biggest tracks, all in one place.	62	82434
37i9dQZF1DWWUJdr9ahsbf	This Is Sampha	What you really, really want.	43	194176
37i9dQZF1DX8yMCqd4JdaS	This Is Sampha	Sting, the essential tracks, all in one playlist.	50	374187
37i9dQZF1DX5joH2aOAS4r	This Is: Skepta	Never Forget all their biggest hits.	44	121556
37i9dQZF1DX9AFOBBZSMWw	This Is: Skepta	Listen to all of Stormzy's biggest cuts and new music as it drops.	64	264414
37i9dQZF1DX4UK2Qu9x6KC	This Is Spice Girls	Tina Turner's most essential tracks, all in one playlist.	41	192330
37i9dQZF1DX4c84KflUhSt	This Is Spice Girls	The essential tracks, all in one playlist.	50	89844
37i9dQZF1DX4cEqBpR9k1C	This is Sting	Immerse yourself in the dark and beautiful sound of Trentemøller.	35	26783
37i9dQZF1DX8kI525v95Yu	This is Sting	The greatest hits of U2, all in one place.	57	872869
37i9dQZF1DWUHyTgDVMaG1	This Is Take That	Van Morrison, the essential tracks, all in one playlist.	55	199033
37i9dQZF1DWYrXu9rm1zUZ	This Is Take That	Check out the essential tracks by Volbeat.	38	254039
37i9dQZF1DXbW9wx2hgf03	This Is Stormzy	Immerse yourself in the sounds of The Godfather of Grime - Wiley	47	22243
37i9dQZF1DX7mMRxgkst0Y	This Is Stormzy	Their finest work, in one playlist	62	14989
37i9dQZF1DWY3pbjsJ6MxA	This Is Tina Turner	Celebrate legendary DJ/BBC Radio 1 host John Peel's legacy in this collection of highlights from 5 decades of <a href="https://en.wikipedia.org/wiki/List_of_Peel_sessions">Peel Sessions</a>. Hear Pavement covering <a href="spotify:user:spotify:playlist:37i9dQZF1DX7mMRxgkst0Y">The Fall</a>, acoustic Morrissey, Nirvana before Nevermind, Bowie debuting Hunky Dory outtake, and many more.	60	66735
37i9dQZF1DWSp9aN7lDNHp	This Is Tina Turner	A selection of the best songs from their albums and beyond.	30	210529
37i9dQZF1DX4n3DaGTtM0p	This Is Tony Bennett		23	6719
37i9dQZF1DX4s3V2rTswzO	This Is Tony Bennett	Spend some quality time with these romantic <a href="spotify:genre:classical">classical</a> masterpieces.	97	330020
37i9dQZF1DWXjj6kdiviS0	This Is Trentemøller	50 classics from the Baroque era.	50	173489
37i9dQZF1DWVx3vT1QCKCV	This Is Trentemøller	The jazz giant's classic recordings.	42	140503
2NFOUmp2wyR5CrXtKDkUkB	This Is U2	Those were the days, this was the music...	67	18558
1o2bTwofazfzElA5mXGf2t	This Is U2	From denial and pleading to anger and acceptance, this genre-blending playlist will carry you through each stage of your breakup blues.	44	214
6cdV0hVW2suJaMOxzwE46S	This Is Van Morrison	We've all been there. This playlist can help. Just don't let your boss catch you listening....	38	2111
2uhsnHgI4F2eFyvoMHY0GR	This Is Van Morrison	Rock your workday lyric free with classic rock favorites, meditative heavy metal, and art rock wonders.	42	27630
2uVP1agvV5rba3MqLQ0pzy	This Is Volbeat	Despite their nomenclature defying eclecticism, these folk inspired artists share a collective penchant for welding experimentation with tradition.	45	236
37i9dQZF1DX3BqHI5fuXWV	This Is Volbeat	Over 100 of the best Miles Davis tracks.	87	164304
37i9dQZF1DXdEXmWwCHnI5	This is: Wiley	Job talk, work-life rants, office espionage, and more. [Warning: Explicit Content]	27	14217
37i9dQZF1DX8NZFqAdV1lo	This is: Wiley	Some advice is best taken with a pillar of salt. [Warning: Explicit Content]	26	8780
0BbcjurkvWrkWxKKLzcqIP	This Is The Fall	Soundtrack a perfect crafternoon spent scrapbooking, knitting, or working on projects with friends.	70	556
37i9dQZF1DX2mmt7R81K2b	This Is The Fall	Jazz musicians perform classical composer's works. Find out why Bach was great inspiration to many jazz masters, and enjoy imaginative renditions of Chopin, Dvořák, Tchaikovsky, Stravinsky and more.	54	225532
37i9dQZF1DWSRoT7QRAibZ	Best of John Peel Sessions	Get to know some of the most loved comedians on Spotify with this collection of their top 5 tracks &amp; newest releases.	102	323119
37i9dQZF1DX4b3CsyjLN6p	Best of John Peel Sessions	It's like that game you use to play when you were bored, only different. [Warning: Explicit Content]	20	7731
37i9dQZF1DWWsTBFM3ksVb	This Is The xx	Comedians weigh in on all things sports, football, and -of course- the Super Bowl.	34	7150
37i9dQZF1DX9O8pzsnCkf6	This Is The xx	A collection of sessions from some of the best comedians of all time.	146	65559
37i9dQZF1DXb85CZUwGLzX	This Is: David Axelrod	Silly-walk your way through the entire Monty Python catalogue.	436	14257
37i9dQZF1DXdWZwKY7xcB3	This Is: David Axelrod	Comedians ponder all things music, including their favorite celebrities and pop culture icons. [Warning: Explicit Content]	71	4904
44XJR1i3Vl2B3acOEYwinE	Classical Romance	You know you love them.... Get ready to sing like no one is listening to scores of timeless pop and rock power ballads.	79	2197
37i9dQZF1DWVV27DiNWxkR	Classical Romance	The premier alternative melancholia playlist.	88	834021
2YeGkAUQhmO8TCjSMbFYWf	Baroque 50: Spotify Picks	Honor your body, fuel your mind. Love Life. Live Yoga.	22	8350
37i9dQZF1DWTwzVdyRpXm1	Baroque 50: Spotify Picks	Desi hits from South Asia and the world.	75	379105
0op6xwVK9pVhcxozSQPEsJ	This Is John Coltrane	Take some time out of your day to recharge your mind.	93	2430
2Ph68VcwRfqRdnrKhY3oPS	This Is John Coltrane	A charming musical touch to the most significant moment in your life.	63	1001
2VxQy0Q22k1gP542tzaMCN	1960s Nostalgia	Explore the evolution of eternal folk songs through some of their essential adaptations – from field recordings to recent releases. Follow for new additions and song cycles!	58	52
37i9dQZF1DXcDxnC0UqHJa	1960s Nostalgia	Folksy takes on your favorite tracks. Cover: Madison Cunningham	100	445781
0sDO43KAaJUWIYassTKWYf	Breakup Blues	Songs with some serious violin and cello action.	39	398
2B64RN7KJte5x6iXgg02tv	Breakup Blues	Focus your gaze and get into the dynamic flow of this engaging, eclectic mix.	20	1482
3OUguxmuL5x24sMAw4qPku	I Hate My Job.	Turn your commute into a perfect, peaceful drive...	57	2720
37i9dQZF1DWXJyjYpHunCf	I Hate My Job.	Surf the rising tide of folk-infused pop and singer-songwriter. Cover: Passenger	100	692943
37i9dQZF1DX0IyMQV27EGn	Femme Fatale	A collection of powerful voices and dark, alluring siren songs. Cover: Donna Missal	70	564087
37i9dQZF1DX79Y9Kr2M2tM	Femme Fatale	Float away on heady orchestrations and haunting harmonies...	111	774968
37i9dQZF1DWU6Vfrf87eTG	Chill + Atmospheric	Zone in (or out) with ethereal, meditative instrumental indie folk and acoustic tracks.	116	699532
5v2J2noHVxPWgSrOw6lZsp	Chill + Atmospheric	Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href="spotify:artist:24Bq9F6DJfzTaqgmoxT5vm">Corey Harper</a>	157	4530
37i9dQZF1DWTVIaV4KJYuq	Indie Folk for Focus	All the classic songs you love—covered. Cover: <a href="spotify:artist:7oDXuMYxcBgaOfnuyngHAd">Geneviève Leclerc</a>	96	565066
1W2XJETQjFYdzT4GuhBHmS	Indie Folk for Focus	This playlist is perfect for when you've got a fever... and the only prescription is more banjo!	37	339
37i9dQZF1DX8gLrc0tlHvS	Summertime Vibes	Driving rhythms, intricate instrumentation, and full harmonies. Cover: Mumford & Sons	70	226077
37i9dQZF1DX0611i4oGheJ	Summertime Vibes	Sweet gems to help you slow down and savor your day.	111	292675
