playlist_id	playlist_name	description	num_tracks	num_followers
37i9dQZF1DX1DnmMwIpYQk	Beat Down Your Morning	Modern, eccentric, ironic, progressive, bohemian, experimental, cheeky, romantic... poetry.	30	24637
37i9dQZF1DX1C9bnJXVI4K	Pumping Iron	Playful poems and amusing rhymes for the young at heart.	41	7131
37i9dQZF1DX7ufqCXkhnSb	Pumping Iron	Une collection des plus beaux poèmes de la langue française.	46	8367
37i9dQZF1DWSZQ5nlFnjFF	Legendary	Step from poem to poem — glittering — and distill amazing sense from ordinary meanings.	150	12275
37i9dQZF1DXe8ssiX0naPV	Legendary	A collection of some of the most romantic and sensual poems in the English language.	36	49241
37i9dQZF1DWX5a9hO78SUQ	Wicked Wives Wine Party	Happy Shakespeare Day & National Poetry Month! Lovely, temperate, devouring... indelible recordings of every Shakespearean poem.	162	23949
37i9dQZF1DWZFQPyPt2dUz	Wicked Wives Wine Party	Within these words, "midnight's all a glimmer, and noon a purple glow..." Classic performances of Yeats' poems alongside the voice of the man himself.	42	5301
37i9dQZF1DX3OlXSlU6epG	The Perfect Italian Dinner	Welcome the voice of Robert Frost and his daughter Lesley Frost into your reading room...	64	10559
37i9dQZF1DWSTOUZR8UoNY	The Perfect Italian Dinner	Listen to poet Dylan Thomas read great works – both his own and those of others.	102	4247
37i9dQZF1DX7R9e00hBCQT	Acid Blues	The Harlem Renaissance comes alive once more as the <a href="spotify:artist:1mNcebzTg5QlHEY4WYhLSm">innovative poet</a> and his cohorts read and discuss his work.	57	18020
37i9dQZF1DWZDPloxGJ3JZ	Acid Blues	Emotional fervor and man's mystic relationship with nature are just a few of the prototypical themes featured in this playlist of Romantic poetry.	100	12804
37i9dQZF1DWWfysDOTP12D	Summer Heat	Over 70 poems by women read by the authors themselves, featuring Rita Dove, Elizabeth Bishop, Gertrude Stein, and more.	82	78739
37i9dQZF1DXaUR9QvMCPsb	Summer Heat	Readings from some of the best minds of the beat generation.	211	22672
37i9dQZF1DX2G2VrXHSPQG	Sylvia Plath	&quot;I think my poems come immediately out of the sensuous and emotional experiences I have...&quot; Hear the voice that penned the poems.	41	16332
37i9dQZF1DWU73wUKShGqj	Sylvia Plath	"My candle burns at both ends; It will not last the night; But ah, my foes, and oh, my friends — It gives a lovely light!"	18	3143
37i9dQZF1DX26cFbtLr0Wn	Edna St. Vincent Millay	Selections of modern and contemporary poetry, featuring readings from the poets themselves.	170	23906
37i9dQZF1DWZxkZk4wnQ5T	Edna St. Vincent Millay	From brooding skepticism and ardent romance to utter whimsy and nonsense, explore the Victorian sensibility, as displayed in some of the era's best poetry.	289	5765
37i9dQZF1DXaIjTCDpbgLL	Modern Poetry	Tales of high action and grand adventures...	71	19420
37i9dQZF1DWY3FN0WeKCeB	Modern Poetry	A chronology of Sir Arthur Conan Doyle's best Sherlock Holmes' adventures, followed by rare and vintage radio and audio adaptations.	163	50082
37i9dQZF1DX8uVDy7wwKj9	The Victorians	Settle down with a nice cup of tea and enjoy the novels, stories, poems, and letters of Emily, Charlotte, Anne, and Patrick Branwell Brontë.	139	14602
37i9dQZF1DX3pCvCNjYFEt	The Victorians	Experience the beloved classics of Charles Dickens.	67	16178
37i9dQZF1DXdOlMB0hApiu	Action & Adventure	"...when genuine passion moves you, say what you've got to say, and say it hot." Selected readings of D. H. Lawrence's poetry, novels, short stories, and letters.	84	4412
37i9dQZF1DWVezbGpUvpz7	Action & Adventure	The essential Poe listening experience, from vintage radio versions to contemporary readings.	66	40539
37i9dQZF1DWWhtNzColB0d	The Adventures of Sherlock Holmes	Flaubert, Hugo, Balzac, Dumas, Stendhal, Maupassant... audio versions of classic French novels and short stories.	40	17105
37i9dQZF1DWTKyGuxpLg8Z	The Adventures of Sherlock Holmes	A collection of Blake's 7 radio dramas, featuring the Audio Adventures and Early Years series.	106	2476
37i9dQZF1DX7QXVqVJ8y93	The Brontës	You might want to leave a light on when listening to these chilling performances of H. P. Lovecraft's horror fiction....	63	32613
37i9dQZF1DWV1duDvis8iF	The Brontës	A collection of classic and contemporary Irish short stories, novels, plays, poetry, and historical artifacts in English and Irish.	235	12423
37i9dQZF1DWWC5ySVGqQA1	Charles Dickens' Classics	A collection of all things Austen, including audiobooks, poetry, and cinematic scores.	127	34881
37i9dQZF1DX8pbyATDkUwW	Charles Dickens' Classics	Les plus grands romans et autres nouvelles de la littérature française.	95	4913
37i9dQZF1DWZ8QVh1ew4PD	The Selected D. H. Lawrence	For your listening pleasure: relax with classic literature and the best of Hollywood and Broadway on the air. Updated regularly.	30	22576
37i9dQZF1DWVMdJ6HSmTWs	The Selected D. H. Lawrence	A collection of myths, fairy tales, and fables from across the globe.	88	63598
37i9dQZF1DXddisSfoYY5n	The Essential Edgar Allan Poe	Danger, mystery, and tangled webs of intrigue lie ahead....	28	21933
37i9dQZF1DXd6ydjpSDa3z	The Essential Edgar Allan Poe	Cozy up with Chekhov's classic short stories, or settle in for a longer listen with Tolstoy, Dostoyevsky, and other Russian greats.	65	9756
37i9dQZF1DX0RGhgSIsFBm	French Literature	A collection of classic horror and spooky stories, from Stoker to Hitchcock.	140	128584
37i9dQZF1DWVeoTQF8RBFh	French Literature	Verne, Huxley, Wells... a classic collection of science fiction.	197	27491
37i9dQZF1DXb0DT3bG5Uc1	Blake’s 7: The Audio Series	Classic science fiction performed for the airwaves.	42	22157
37i9dQZF1DX7ZEwRWHSfUr	Blake’s 7: The Audio Series	Be not afeard... this playlist is full of sounds and sweet airs that give delight. These are Shakespeare's comedies.	50	8999
37i9dQZF1DXbozqSbDnSno	The H. P. Lovecraft Compendium	David Tennant, Sir Ian McKellen, and other inspired prophets of Shakespeare's histories await...	87	7082
37i9dQZF1DX5lw1wrxWyPu	The H. P. Lovecraft Compendium	For never were there stories of more woe.... than those found in these masterful performances, adaptations, and readings of Shakespeare's Tragedies.	215	14889
5TQKebIP2y3YGxoklr72aV	Irish Lit	Fairy tales and children's classics sure to satisfy your inner child...	56	358
37i9dQZF1DX5nERjWj1zmg	Irish Lit	A selection of classic short stories and literature by women.	39	52952
37i9dQZF1DXc6li3e9oatQ	Jane Austen	Learn Spanish with a collection of audio courses that will take you from beginner lessons to advanced conversations – featuring essential travel phrases and vocabulary!	459	156606
37i9dQZF1DX0IquWoRS2Rk	Jane Austen	Advice on writing everything from college compositions to mystery novels and children's books.	103	7725
37i9dQZF1DX1uHtdQ6c5H9	La littérature française	Banjo and guitar lessons care of folk hero Pete Seeger.	65	4386
37i9dQZF1DWUPAFOWtSz6P	La littérature française	Set your intentions and guide your practice with these mindful, meditative lyrics.	50	157391
01WIu4Rst0xeZnTunWxUL7	Vintage Radio Dramas	Go beyond the music with audio documentaries, rare interviews, and behind the scenes biographies of famous and influential artists and bands.	65	29
37i9dQZF1DX3HTCmWbhewZ	Vintage Radio Dramas	The best of Irish history, poetry, and prose.	121	7698
37i9dQZF1DX1QCg8MO15wF	Mythologies	Learn some essential Swedish and master useful travel vocabulary in under seven hours – perfect for a transatlantic flight!	85	17729
37i9dQZF1DWTJSgpZmw7H2	Mythologies	Learn French with a collection of audio courses that will take you from beginner lessons to advanced conversations and even French literature appreciation.	472	97180
37i9dQZF1DWVrSKB2Pc3PY	Radio Crime Dramas	Learn German with a collection of audio courses that will take you from beginner to advanced conversations.	409	65063
37i9dQZF1DWW6K9D6JN1rY	Radio Crime Dramas	Learn some essential Irish and listen along to poetry, prose, and songs in Irish.	71	22644
37i9dQZF1DX0yHwYvqyUJQ	Russian Lit	Learn Italian with a collection of audio courses that will take you from beginner lessons and travel necessities to advanced conversations.	608	72221
37i9dQZF1DX2SgxzTVd6bU	Russian Lit	Listen & repeat... with over 8 hours of Portuguese instruction!	53	20763
37i9dQZF1DX60lVXkfYly8	Scary Stories	Learn and practice your Chinese language skills, from basic vocabulary to useful travel phrases and conversations.	263	55446
37i9dQZF1DWSsCx004HXRd	Scary Stories	Learn and practice your Russian language skills, from basic vocabulary to useful travel phrases and conversations.	174	33018
37i9dQZF1DX5cO1uP1XC1g	Science Fiction	Top Arabic hits are right here. Cover: Manal.	100	275255
37i9dQZF1DX8d1cgbQqKFy	Science Fiction	Dive into the works of Noam Chomsky, beginning with his latest 2014 release, When Elites Fail.	410	18162
37i9dQZF1DX6dCTsdzLHOw	Sci-Fi Radio Dramas	Don't spill your popcorn... these scary movie themes will scare the bejeezus out of you!	28	18136
37i9dQZF1DWWTuLtC3XxmA	Sci-Fi Radio Dramas	A collection of traditional carols and new classics by the biggest, brightest stars! Cover: Christina Perri	130	27803
37i9dQZF1DX2uk5oHRWimT	Shakespeare: The Comedies	Have yourself a folksy little Christmas now...	135	293313
37i9dQZF1DWVzrEOEOM5Qu	Shakespeare: The Comedies	A collection of classic Christmas tales.	36	51710
7a80QjnKAMnZu5Lx50INeh	Shakespeare: The Histories	Enjoy the company of friends alongside some folksy acoustics perfect for an autumn dinner party.	35	2650
37i9dQZF1DX6afkUGYYDyK	Shakespeare: The Histories	What are you thankful for this Thanksgiving? These are the songs that make us feel grateful....	55	13959
37i9dQZF1DWVxpHBekDUXK	Coping With Loss	When someone you love becomes a memory... find solace in these songs.	50	130114
37i9dQZF1DX9LT7r8qPxfa	Coping With Loss	Deep + Dark. Heavy + haunting. Edgy + electric. Bold + bare. Cover: Fenne Lily	100	208849
37i9dQZF1DX6Oqe1LC2A2s	Noir	50 best tracks of 20/21st century <a href="https://open.spotify.com/genre/classical">classical</a> music. Cover: Arditti Quartet.	50	34994
37i9dQZF1DWYZW76Iw4Lij	Noir	Medieval music from early Gregorian chants to late Ars Nova. Secular troubadours and sacred choir music. Colorful, gothic and beautiful. Hear music by Wolkenstein, von Bingen, Machaut and Léonin.	50	77562
37i9dQZF1DX8ONeLSIu0Ai	Next Classical	The best Modernist music from the early 20th century. Impressionism with Ravel and Debussy. Expressionism with Schoenberg and Webern. Neoclassical with Stravinsky and Bartok.	50	23965
37i9dQZF1DX1FuwERxHNIM	Next Classical	Add a touch of class to your date night with these chilled classical tunes.	40	34260
37i9dQZF1DX5kUFcXez8kt	Medieval 50: Spotify Picks	Classical music to set the mood for your intimate dinners together with love ones and friends.	33	29173
37i9dQZF1DXcbK8HZQNxAq	Medieval 50: Spotify Picks	50 highlights of classical music composed in the new millennium. Find more <a href="https://open.spotify.com/user/spotify/playlist/1SBY0rHT0QjEtrzSNFzpMM">contemporary</a>, <a href="spotify:user:danielstahl:playlist:7ijkPw3lLKPW6k3qee38Ki">avant-garde</a> and <a href="spotify:user:spotify:playlist:5YuLa2rxwWrILo5KKHGCwX">minimalism</a> playlists at our <a href="http://open.spotify.com/genre/classical">Classical Hub</a>.	50	88895
37i9dQZF1DX5hL1aT2vhMb	Modernism 50: Spotify Picks	From the sacred works Hildegarde von Bingen and madrigals of Barbra Strozzi, to the modern symphonies of Florence Price and the looped strings of Zoe Keating; celebrate the great women composers who continue to transform the classical world.	67	27272
37i9dQZF1DX10uaP8FoDNe	Modernism 50: Spotify Picks	Including genre-defining classics (Steve Reich, Philip Glass), postminimalism (Paul Dresher, Louis Andriessen), holy minimalism (Henryk Górecki, Arvo Pärt) and more.	51	125679
37i9dQZF1DX5AviTMPF0km	Date Night Classical	A collection of contemporary classical from Chinese and Chinese-born composers and musicians, from Bright Sheng and Chen Yi to Qu Xiaosong and Zhu Jianer.	28	18871
37i9dQZF1DWV7cvDzE3MOI	Date Night Classical	Discover the unforgettable melodies of Chopin, including moving ballades, relaxing nocturnes and vibrant concertos.	64	388839
1M2abQkxCwrLjzLGgKWnDP	Classical Intimate Dinner	Lend some gravitas to the moment with the complete works of Vincenzo Bellini, featuring acclaimed recordings of his entire operatic oeuvre and large scale sacred choral pieces.	500	425
37i9dQZF1DWSXyN2w7ILMl	Classical Intimate Dinner	Hauntingly beautiful choral pieces, guaranteed to give you goosebumps.	65	80222
37i9dQZF1DX0CM2xT3aAkN	Indie Classical: Composed In 21st Century	Travel through the evolution of the Renaissance sound with this collection of choral and instrumental classics.	50	60971
37i9dQZF1DX8qDhzfjyTN6	Indie Classical: Composed In 21st Century	This 50-track collection takes you through a fascinating journey from the singular works of Schubert, Schumann and Chopin that defined the era, to the last masterpiece of late romanticism composed after WWII, Strauss' Four Last Songs. For operas from this era, see <a href="spotify:user:spotify:playlist:473bnHuzXcRUsDmSkdUrmz">this</a> playlist.	50	126337
37i9dQZF1DX2FJ4E5eMYdk	Women of Classical	A little psychedelic, a little groovy, and very rootsy.	60	67214
37i9dQZF1DWUKPeBypcpcP	Women of Classical	Where nature and white noise meet.	62	811416
37i9dQZF1DWXzR2GKEiHgT	Minimalism	Slip into slumber with soothing water sounds.	139	212465
37i9dQZF1DWUZ5bk6qqDSy	Minimalism	Welcome to the soothing hum...	97	440343
37i9dQZF1DX5AuRugisweW	Contemporary Chinese Classical	Songs of the crossroads and "that old evil spirit"—from Robert Johnson to John Mayer, from early blues to new Americana.	60	155679
3kt5kS8Xqjfh8olOS24HX4	Contemporary Chinese Classical	Get your sparklers out for this patriotic blend of folk, pop, and Americana.	35	54
37i9dQZF1DX2cW2nLJVrZg	This Is Chopin	Music from the 92nd Academy Award® nominees.	30	89472
4sEKPcBYLcW3woDviiaigj	This Is Chopin	Give in to the season, with the ultimate collection of classic snow songs.	50	189
37i9dQZF1DWSCaDvxADWZT	Bellini's Opera	Sláinte! All the right music to fuel your St. Patrick's Day.	90	50709
3KP0xIq8NrTP7BV2YhpHT5	Bellini's Opera	Celebrate your baby boy and spread the good news!	23	176
37i9dQZF1DX5FyxM4IcLn6	Haunting Choral	The official playlist for the 62nd GRAMMY Awards.	230	121538
52rJQYDn9Q5dufvGPqqzgf	Haunting Choral	Celebrate your baby girl and spread the good news!	25	196
5pxi1UkDk0BbUPDTPjmi4v	Essence of the Renaissance	Here's to cherishing lifelong friends, remembering the good times, and celebrating the end of an era!	40	127
37i9dQZF1DX9aVADS5TZr5	Essence of the Renaissance	With the election coming up, make sure your voice is heard. Here's your soundtrack for change right now.	55	4306
4se8FxjaBGTHCTXIPoJlc0	Romantic Era 50: Spotify Picks	Music from the podcast Music Happens Here. This episode focuses on the most iconic songs of Los Angeles, CA.	23	1007
37i9dQZF1DX2Nc3B70tvx0	Romantic Era 50: Spotify Picks	The best in modern indie. Cover: Arlo Parks	100	2040125
1517hhPIVwA9EN41krpZo3	Psych & Groove	Check out the top streamed indie tracks of 2016!	50	10312
37i9dQZF1DX6CwQbybVjjk	Psych & Groove	Check out these indie musics, all froms artists playing at SXSW 2017... Cover: <a href="spotify:artist:7FU0xCgmSYQEiBeevUqQ4S">Yoke Lore</a>.	59	9175
37i9dQZF1DXaSQZr9c1SpZ	Nature Noise	The best of Bon Iver, and a bit more of founder Justin Vernon's other projects.	42	181159
37i9dQZF1DX7FW3TjTduV4	Nature Noise	This is the best of Dirty Projectors...	23	8136
37i9dQZF1DX79Q60SopbIW	The Sleep Machine: Waterscapes	Get deep into The Flaming Lips with this career-spanning playlist.	49	20510
37i9dQZF1DX3Y4Bt8VdicW	The Sleep Machine: Waterscapes	Get into the inspired sounds of <a href="spotify:artist:2kGBy2WHvF0VdZyqiVCkDT">Father John Misty</a>.	27	52147
37i9dQZF1DX1rUeB7HjgUL	White Noise	The essential Arcade Fire featuring their new album "Everything Now".	30	146967
37i9dQZF1DWZyp9KgPL31Y	White Noise	A collection of all The Shins greatest tracks, plus some of James Mercer's other projects.	28	43659
37i9dQZF1DX4jsulumEbDn	Crossroad Blues	The <a href="spotify:artist:066X20Nz7iquqkkCW6Jxy6">band</a>'s greatest hits, including selections from their latest album, american dream.	23	57270
37i9dQZF1DWUbOQi4OiTx4	Crossroad Blues	The best of the band's 8 albums!	37	85761
37i9dQZF1DWZkGQGk1ZjrI	Red, White, & Blue	The late, great Elliott Smith. RIP	22	37889
37i9dQZF1DXe8E8oqpmTDI	Red, White, & Blue	Get weird with the <a href="spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM">indie maestro</a>.	30	141577
37i9dQZF1DWWGeEU3DbvDJ	Oscars®	The freshest jams from this year's BBMA nominees and performers, airing tonight on NBC! Cover: Post Malone	105	63200
37i9dQZF1DX4MdGfYdhVoI	Oscars®	It's our 7th birthday, and we'll stream if we want to! Turn up the volume on Spotify's most streamed tracks each year since 2008.	24	86189
37i9dQZF1DX2WbHvYAWKAq	50 Songs for Snow	Celebrate Tabletop Day April 30!	21	173
37i9dQZF1DX7v78LmsIZOJ	50 Songs for Snow	What side are you on? Check out Batman v Superman: Dawn of Justice now.	20	20001
37i9dQZF1DX1H7tkX0qqtF	Happy St. Patrick's Day	What side are you on? Check out Batman v Superman: Dawn of Justice now.	20	31823
37i9dQZF1DWY58YgA8d6HG	Happy St. Patrick's Day	Celebrate music's biggest awards show with all the ultimate performances.	40	6264
37i9dQZF1DX76V4s7Zffmt	This Is: Animal Collective	This is the essential Animal Collective.	29	12487
37i9dQZF1DX2oU49YwtXI2	This Is: Animal Collective	Queen Bey's most essential tracks, all in one playlist.	52	1214579
37i9dQZF1DXaQm3ZVg9Z2X	This Is Beyoncé	This is Coldplay. The essential tracks, all in one place.	47	2135573
37i9dQZF1DWTTthpScXd3v	This Is Beyoncé	One of the greatest of all time, in 72 songs.	72	803593
37i9dQZF1DWWpCjltOl2fU	This Is Coldplay	Eagles Of Death Metal’s <a href="http://playitforwardeodm.com">Play It Forward Campaign</a> features new versions of the band’s “I Love You All The Time” by a bevy of their peers. Play these tracks to support the victims of the Paris attacks. Check out the amazing covers below and head to <a href="http://playitforwardeodm.com">http://playitforwardeodm.com</a> for more info.	14	1807
37i9dQZF1DX0ZzMQgXnSUD	This Is Coldplay	"Bond... James Bond." Cover: <a href="spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH">Billie Eilish</a>	29	52775
37i9dQZF1DWXXji4ucB51M	This Is David Bowie	The official 2020 VMAs playlist from MTV + Spotify. See more at <a href="http://www.mtv.com/vma">vma.mtv.com</a> 🚀	73	109249
37i9dQZF1DX1nsfmnIDVAJ	This Is David Bowie	Where all Hamilton music coexists.	72	222810
0tdTsuJmnf6cRE22DMcgIq	EODM Play it Forward Campaign	The American Music Awards is the world’s biggest fan-voted award show. This year, hosts Gigi Hadid and Jay Pharoah will share the stage with performers Bruno Mars, Twenty One Pilots, The Chainsmokers, and many more.	35	9082
37i9dQZF1DWXIPSKePHmRn	EODM Play it Forward Campaign	Remembering the amazing <a href="spotify:artist:6LufpoVlIYKQCu9Gjpk8B7">artist</a> (1956–2016). You will be missed.	30	33506
6GZ9F4MZpPdHJEwhq3kHKG	Best of Bond	Listen to all of Seth's favorite classic soul tracks right here. And be sure to check out his charity, Hilarity for Charity.	41	3914
37i9dQZF1DXdEH86O6asrX	Best of Bond	¡Disfruta de las mejores bandas sonoras del siglo XXI!	55	399643
37i9dQZF1DX3hyG3DxhDXT	MTV VMAs	Celebrate &quot;No Shave November&quot; with the best from your favorite mustachioed musicians.	21	154
2FmMinHNFfX3Apt34AwEqc	MTV VMAs	Celebrate one year of Spotify and PlayStation with the biggest tracks.	100	2464
37i9dQZF1DXaUaRhCgtpCo	Best of Hamilton	May the Force be with you. Find more great Star Wars music <a href="https://open.spotify.com/user/official_star_wars">here</a>.	67	385008
37i9dQZF1DWWF3yivn1m3D	Best of Hamilton	The best of the legendary composer.	67	355525
0NKCe5F0ORuDO4sPmqhvcQ	The 2016 AMAs	Monthly mix of new music we're all listening to at Moving Castle !	58	21994
4A01B3wh6uv7yOpzYdVLR3	The 2016 AMAs	Weekly Selects of the best music chosen by the TeamSupremeCrew themselves... Turn the Volume up to 100.	40	13524
37i9dQZF1DX43v1NFXUzji	This Is Sharon Jones	Latin music to game to! ¡Música latina para jugar!	75	85938
37i9dQZF1DX3YGn6btf5lC	This Is Sharon Jones	100% fan-made music. Gaming parodies of famous songs and unique creations, inspired by Minecraft, Warcraft, Pokémon and more.	29	9772
37i9dQZF1DWTyiBJ6yEqeu	Classic Soul With Seth Rogen	The tracks that gamers love.	60	3247764
37i9dQZF1DXdfOcg1fm0VG	Classic Soul With Seth Rogen	Double-jump into these legendary video game soundtracks, featuring old favourites and new classics.	88	363539
37i9dQZF1DWXpOtMyVOt4Q	Soundtracks Épicos	Soundtrack your gaming with these atmospheric beats.	60	179546
37i9dQZF1DX8GjsySWIS1x	Soundtracks Épicos	Game to the biggest, baddest movie and videogame soundtracks of all time.	100	572133
37i9dQZF1DWYnY33e7En9e	Movember	Hits of the 70s, 80s and 90s for gamers who love things retro.	100	304958
37i9dQZF1DX6taq20FeuKj	Movember	Get your gaming session going with this epic rap mix.	100	1768277
37i9dQZF1DX4geSlFB9288	Top Gaming Tracks: One Year Together	10+ hours of new and old indie music to keep your gaming session properly soundtracked.	193	35727
37i9dQZF1DWT5MrZnPU1zD	Top Gaming Tracks: One Year Together	Pass the sticks & press play.	100	1381803
37i9dQZF1DWYRNXjFoiid2	Best of Star Wars	Today's best pop to fuel your gaming.	82	97057
4drXxn0GpOXXG6Rp5RvXca	Best of Star Wars	Enjoy your morning to great breakfast dub beats.	25	135
070FVPBKvfu6M5tf4I9rt2	This Is Hans Zimmer	The skies are filled with blues for a joyful ride.	30	93
37i9dQZF1DX9pQ3JDTosFG	This Is Hans Zimmer	Classic blues to fill your kitchen with the right mood.	29	8061
37i9dQZF1DX9FIMhEujaK6	Moving Castle Monthly	The ultimate chilled soundtrack to bring your day to a close.	50	286069
37i9dQZF1DWVQLL1sym9rG	Moving Castle Monthly	Chill out and have a carefree day.	30	6844
37i9dQZF1DX4fpCWaHOned	TeamSupreme Selects	You're on top of the world. Don't forget it.	70	3408558
37i9dQZF1DX1WSnLRtI26o	TeamSupreme Selects	Let your favorite music guide you through your daily commute! Cover: P!nk	200	284373
37i9dQZF1DWSP55jZj2ES3	Latin Gaming	grab a blanket and get the good vibes going	50	150220
37i9dQZF1DX3sXSrrk1ytC	Latin Gaming	Feel energized with classic Pop and Rock.	48	99345
37i9dQZF1DWYBO1MoTDhZI	Nerding Around	Set it off with these epic anthems. Only good vibes here!	129	2570793
37i9dQZF1DX8CwbNGNKurt	Nerding Around	Throw it back to the biggest, best hits of the 2000's.	50	1042541
37i9dQZF1DWWzVPEmatsUB	Top Gaming Tracks	Have a quiet morning with this mix of something familiar and something new.	70	442157
37i9dQZF1DWUACcBjzMiIY	Top Gaming Tracks	Easy listening for a pleasant drive.	200	161748
37i9dQZF1DWTQwRw56TKNc	Video Game Soundtracks	Relax with these timeless tunes.	103	402224
37i9dQZF1DX8ky12eWIvcW	Video Game Soundtracks	Turn up with the biggest party tracks of the '90s and '00s.	93	1860785
37i9dQZF1DX5IDTimEWoTd	Soundscapes For Gaming	Beautiful songs to give you that warm, fuzzy feeling.	80	1900769
37i9dQZF1DXca8AyWK6Y7g	Soundscapes For Gaming	Live your life... this is Young &amp; Free.	75	1204762
37i9dQZF1DX3Ogo9pFvBkY	Epic Gaming	Relax and unwind with chill, ambient music.	326	1023814
37i9dQZF1DX6T5dWVv97mp	Epic Gaming	Get into a morning flow with this focus playlist.	67	451621
37i9dQZF1DX7gIoKXt0gmx	Retro Gaming	All the vibes. All the feels.	93	1939270
37i9dQZF1DWWjMxr3sDMnu	Retro Gaming	Get your body right with the best 2000's Hip Hop and Pop.	22	99640
37i9dQZF1DXea2M7iVhM3V	Killing It	Kill it today with this awesome Hip Hop.	31	67
37i9dQZF1DXdC0T9uTn4EC	Killing It	Wake up with a beautiful sunrise and this epic, uplifting rock.	20	2943
37i9dQZF1DX26DKvjp0s9M	Epic Uplifting Sunrise	All your alternative favorites. Cover: The xx.	80	496476
37i9dQZF1DWXsTPi6XhWl6	Epic Uplifting Sunrise	Wake up with the brightest Indie.	50	29709
37i9dQZF1DXcgZcN2HVMoe	Essential Indie	Grab your coffee and ease into the day with this light blend.	250	30254
37i9dQZF1DWZeKCadgRdKQ	Essential Indie	Keep calm and focus with ambient and post-rock music.	190	3371958
37i9dQZF1DX2sUQwD7tbmL	Wide Awake	Happy songs by alternative bands. Any listener can connect with these indie jams.	200	1364041
37i9dQZF1DX9XIFQuFvzM4	Wide Awake	Feel good with this positively timeless playlist!	100	3022008
37i9dQZF1DXci7j0DJQgGp	Morning Coffee	The perfect playlist to just sit back and chill out with.	100	1744053
37i9dQZF1DX7KNKjOK0o75	Morning Coffee	Feel great with these timelessly fun songs!	102	4840347
37i9dQZF1DX30HHrCAl4ZG	Deep Focus	Coming up right now, these are your next favorite songs. Cover: Mansionair	52	583363
37i9dQZF1DWWEcRhUVtL8n	Deep Focus	New and approved indie pop. Cover: mxmtoon	125	1286533
37i9dQZF1DXdbXrPNafg9d	Feel-Good Indie Rock	The best new tracks every week. Cover: Q	170	1074466
37i9dQZF1DX9myttyycIxA	Feel-Good Indie Rock	Gentle underground indie gems. Cover: Slow Pulp	75	192967
37i9dQZF1DX2MyUCsl25eb	Feelin' Good	Easy feels on your way to work, or wherever you're commuting to this morning.	75	905597
37i9dQZF1DX3bSdu6sAEDF	Feelin' Good	Let this smooth mix carry you home in style.	50	472207
37i9dQZF1DXbIGqYf7WDxP	Hanging Out and Relaxing	The best music for just chilling.	95	1262940
37i9dQZF1DWXe9gFZP0gtP	Hanging Out and Relaxing	Calm your mind with gentle piano and ambient.	172	804729
37i9dQZF1DX5Ozry5U6G0d	Have a Great Day!	That summer sound.	124	1707285
37i9dQZF1DWT7XSlwvR1ar	Have a Great Day!	No need to stress out. Stay relaxed with these easy, upbeat songs.	100	1685981
37i9dQZF1DWTLSN7iG21yC	Underground Hits	Clock in from the comfort of your own home with 8 hours of music to carry you through the day.	145	732642
37i9dQZF1DX4TnpT6vw5rE	Underground Hits	Melt into the Atmospheric Calm with these mellow beats and ambient tones.	100	726517
37i9dQZF1DX55vgfGaIdlF	Indie Pop	Slow down with these late night jams.	51	636
37i9dQZF1DX83I5je4W4rP	Indie Pop	Soak up these laid-back jams.	100	894378
37i9dQZF1DX5bjCEbRU4SJ	All New Indie	Calm Down with this chilled out playlist. For when it's time to just sit and bask in the afterglow.	70	564179
37i9dQZF1DX6K3W8KBiALe	All New Indie	Chill to the familiar <a href="http://open.spotify.com/genre/classical">classical</a> pieces featured in award-winning films.	72	248960
37i9dQZF1DWYcDQ1hSjOpY	undercurrents	Soothing, minimalist ambient for deep sleep.	245	1241012
37i9dQZF1DX4qDBKVkVBgN	undercurrents	Relax and de-stress with this happy playlist.	62	227131
37i9dQZF1DX9B1hu73DioC	Morning Commute	Chill. The best indie tracks for just hanging out.	75	601463
37i9dQZF1DXaRL7xbcDl7X	Morning Commute	Keep your workout going with these epic Indie tracks.	100	283682
37i9dQZF1DXa1rZf8gLhyz	Evening Commute	Let these jazz tracks lull you to sleep.	111	850052
37i9dQZF1DWVu0D7Y8cYcs	Evening Commute	Come on, man. Just smile!	44	395681
37i9dQZF1DX6tTW0xDxScH	Pop Chillout	Snuggle jams to keep you cozy under the covers.	75	264367
37i9dQZF1DXdQvOLqzNHSW	Pop Chillout	Slow burners for late nights.	75	693387
37i9dQZF1DX4kJGZhtnOIh	Stress Relief	Have a nice relaxed dinner with some chill indie music.	78	108058
37i9dQZF1DX0x36cwEyOTG	Stress Relief	Relax with this Peaceful Indie Ambient mix.	110	366013
37i9dQZF1DX6Rl8uES4jYu	Summer Party	This fun, upbeat playlist will help get you up and ready to start your day!	80	208319
37i9dQZF1DWY8GmMJbmnsS	Summer Party	All of your classic soul ballads, right here. Cover: <a href="spotify:artist:3rRmDmzPcAFwcUDvG5gBqO">Percy Sledge</a>	33	270360
37i9dQZF1DWSTeI2WWFaia	Totally Stress Free	Lyrical, lo-fi, and lowlife raps. Cover: Flatbush Zombies	50	441267
37i9dQZF1DX6xZZEgC9Ubl	Totally Stress Free	Emo rap feelings for the misunderstood. Cover: iann dior	100	826048
