id	name	popularity	genres	num_followers	monthly_listeners
6lx6XS8umFqYRVbBErx9fE	Rosanne Cash	52	['country', 'country rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'roots rock', 'singer-songwriter', 'traditional folk']	110307	545822
6XMLYRQKAjxZF6V9IlxjVq	Lil Sil	49	['indie hip hop']	3379	150241
6OQrOpxSIfPai3cFaN4v4P	Sheila E.	45	['freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'rock drums', 'urban contemporary']	202540	236746
6e7BQ0gM6o8ecMXRZkXxlZ	Karriem Riggins	47	['alternative hip hop', 'indie jazz', 'wonky']	29822	194742
2iDCA70addPPeaUcfbU148	Elsebeth Lund	11	[]	1	1813
0Vdv0pEg0SwdqoEbpP3MJ1	Bart Crow	45	['red dirt', 'texas country']	44004	210116
5b3SW2DM1pjbBquehvRXc6	Rutgers Symphonic Band	19	[]	227	5362
6EPNMsR0Cs0DXIvwHWXyq3	Cherubini-Quartett	12	['streichquartett']	165	937
7ChpiDDHfolxNhgmjoPnJB	Goodge	31	[]	138	28066
3BLtF1cfHaJ98drJiRefIG	Ylva	45	['norwegian pop']	8070	246999
1QoKB19XVwnNwlKDjyYYe8	Henryk Szeryng	40	['classical performance', 'violin']	6855	103921
4ujAmDosSASBwvSdAOiXkY	Soccer DJ	6	[]	53	652
7zWQGs8xfpyDzWJZA9WOXH	ako	30	[]	1150	27467
4ybJiTIMVzeVOd00nI8Xxm	Clue	45	[]	454	305963
6SER9tY2pDIDVWVf5Ql97B	Prong	43	['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'metal', 'nu metal', 'old school thrash', 'rap rock', 'thrash metal']	101688	169680
23A7R7jwaZW0PQyH2TpGi1	Leslie Miles	52	[]	343	696695
6cMjCqXVEAqDZdiobyEkug	Kolner Kammerorchester	52	['chamber orchestra']	102	252251
1kCC5slv2AdQ6MxcKP2fEQ	Lily & Madeleine	41	['indy indie']	29018	151123
3uaPF9Gy035X35lRxm1CXQ	Megan Bonnell	25	['canadian folk']	1223	23557
67ZMMtA88DDO0gTuRrzGjn	Cattle Decapitation	48	['american grindcore', 'brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'technical death metal', 'technical grindcore']	126911	119816
0AsThoR4KZSVktALiNcQwW	Chloe x Halle	70	['alternative r&b', 'dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'r&b']	807264	4181354
1YEGETLT2p8k97LIo3deHL	Crash Test Dummies	56	['canadian rock', 'pop rock']	191354	1086924
00OF0nwYaoBSO3AnPVq3vE	Johnny Stimson	58	['chill r&b', 'pop']	80735	1004414
4BPRmPsB1teWoDWLLlFuSW	Jozef Spacek	22	[]	4	8294
375zxMmh2cSgUzFFnva0O7	Wynton Marsalis	61	['bebop', 'big band', 'classical trumpet', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trumpet', 'new orleans jazz', 'straight-ahead jazz', 'vocal jazz']	172713	1696446
6lx6XS8umFqYRVbBErx9fE	Rosanne Cash	52	['country', 'country rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'roots rock', 'singer-songwriter', 'traditional folk']	110307	545822
6XMLYRQKAjxZF6V9IlxjVq	Lil Sil	49	['indie hip hop']	3379	150241
25oLRSUjJk4YHNUsQXk7Ut	GRiZ	63	['edm', 'electropop', 'jamtronica', 'jazztronica', 'livetronica']	316478	1504178
6tcyQ0ycaAsYbjhoDOt1jd	Buell Kazee	12	['appalachian folk', 'banjo', 'kentucky mountain folk', 'old-time', 'vintage country folk']	1979	2292
5lpH0xAS4fVfLkACg9DAuM	Wham!	85	[]	1427147	47262465
0t1sRNhzk7wIfWSvjD87vi	Mike and the Moonpies	42	['austin americana', 'new americana', 'roots americana', 'texas country']	12681	92981
59gZhkxiZ8x4umU9ua2ZBn	Doctor Ross	25	['delta blues']	1249	20355
4HpFXZsVoerMLtLudMJJkb	Alina Devecerski	36	[]	196337	75080
4pFLiViBBpbh5vDZ4BGcpI	Franz Hawlata	22	['classical bass']	58	4769
79s3DecSnPM2nyQQcQGkzI	Jaque Di Palma	29	['focus', 'relaxative']	592	13699
0IwlY33zbBXN7zlS9DP2Cj	Nico	63	['alternative rock', 'art pop', 'art rock', 'experimental', 'folk rock', 'melancholia', 'post-punk', 'psychedelic rock']	183747	2219648
6l6CFc2kr864voPxTDcYZn	Lucati	39	['bass house']	4027	112202
4LPoFO74bCM3VqcLryqJqZ	Sam Edwards	40	[]	102	96177
7bz3oG0NawpKWSpompctg5	Tanja Ariane Baumgartner	8	[]	12	937
17LlecIqr0KpoiUMya3KEO	William Keats	47	[]	534	371743
1qIRoGEKXINqrCx5N1engi	John Eliot Gardiner	68	['choral', 'classical performance', 'orchestral performance']	32107	1234538
7LeHdLOuiySZgt7ewdckbX	Afterlife	37	['gymcore', 'metalcore', 'nu-metalcore']	11533	70515
6H2JQ8igAAa5UBr2u496mb	John O'Callaghan	49	['progressive house', 'progressive trance', 'trance', 'uplifting trance']	85710	351307
6Yd6jR0AcWlI8JjJ954IDV	Ira Gershwin	33	['tin pan alley']	2907	63510
7pFeBzX627ff0VnN6bxPR4	Desiigner	69	['pop rap', 'rap', 'trap', 'viral trap']	3090742	5374071
0uTPzi8W37wOTmW00hcyB0	Klic	2	['czech folk']	192	485
3aPS5Zev3oT0AVgwgjc0aL	Elenz Zhidkova	13	[]	0	3784
3LfO03nEZMdWNHG2tLpMa0	Tavares	54	['adult standards', 'classic soul', 'disco', 'motown', 'post-disco', 'quiet storm', 'soft rock']	180021	873532
7onmwcQjAZTTkrrmxUzJ7u	Tarik O'Regan	17	['21st century classical', 'british contemporary classical']	391	6260
6FaemkK7TGHziDP6UGijh3	Shag Kava	22	[]	554	11874
5oFkj1qSlyBUmV5d6Edgtq	Cozz	57	['underground hip hop']	131639	886970
1k0jnWb55QS6FjTU9LzMhi	Mors Principium Est	46	['finnish death metal', 'finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'metal']	56825	85140
25oLRSUjJk4YHNUsQXk7Ut	GRiZ	63	['edm', 'electropop', 'jamtronica', 'jazztronica', 'livetronica']	316478	1504178
6tcyQ0ycaAsYbjhoDOt1jd	Buell Kazee	12	['appalachian folk', 'banjo', 'kentucky mountain folk', 'old-time', 'vintage country folk']	1979	2292
5lpH0xAS4fVfLkACg9DAuM	Wham!	85	[]	1427147	47262465
0t1sRNhzk7wIfWSvjD87vi	Mike and the Moonpies	42	['austin americana', 'new americana', 'roots americana', 'texas country']	12681	92981
59gZhkxiZ8x4umU9ua2ZBn	Doctor Ross	25	['delta blues']	1249	20355
4HpFXZsVoerMLtLudMJJkb	Alina Devecerski	36	[]	196337	75080
4pFLiViBBpbh5vDZ4BGcpI	Franz Hawlata	22	['classical bass']	58	4769
79s3DecSnPM2nyQQcQGkzI	Jaque Di Palma	29	['focus', 'relaxative']	592	13699
0IwlY33zbBXN7zlS9DP2Cj	Nico	63	['alternative rock', 'art pop', 'art rock', 'experimental', 'folk rock', 'melancholia', 'post-punk', 'psychedelic rock']	183747	2219648
6l6CFc2kr864voPxTDcYZn	Lucati	39	['bass house']	4027	112202
4LPoFO74bCM3VqcLryqJqZ	Sam Edwards	40	[]	102	96177
7bz3oG0NawpKWSpompctg5	Tanja Ariane Baumgartner	8	[]	12	937
17LlecIqr0KpoiUMya3KEO	William Keats	47	[]	534	371743
1qIRoGEKXINqrCx5N1engi	John Eliot Gardiner	68	['choral', 'classical performance', 'orchestral performance']	32107	1234538
7LeHdLOuiySZgt7ewdckbX	Afterlife	37	['gymcore', 'metalcore', 'nu-metalcore']	11533	70515
6H2JQ8igAAa5UBr2u496mb	John O'Callaghan	49	['progressive house', 'progressive trance', 'trance', 'uplifting trance']	85710	351307
6Yd6jR0AcWlI8JjJ954IDV	Ira Gershwin	33	['tin pan alley']	2907	63510
7pFeBzX627ff0VnN6bxPR4	Desiigner	69	['pop rap', 'rap', 'trap', 'viral trap']	3090742	5374071
0uTPzi8W37wOTmW00hcyB0	Klic	2	['czech folk']	192	485
3aPS5Zev3oT0AVgwgjc0aL	Elenz Zhidkova	13	[]	0	3784
3LfO03nEZMdWNHG2tLpMa0	Tavares	54	['adult standards', 'classic soul', 'disco', 'motown', 'post-disco', 'quiet storm', 'soft rock']	180021	873532
7onmwcQjAZTTkrrmxUzJ7u	Tarik O'Regan	17	['21st century classical', 'british contemporary classical']	391	6260
6FaemkK7TGHziDP6UGijh3	Shag Kava	22	[]	554	11874
5oFkj1qSlyBUmV5d6Edgtq	Cozz	57	['underground hip hop']	131639	886970
1k0jnWb55QS6FjTU9LzMhi	Mors Principium Est	46	['finnish death metal', 'finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'metal']	56825	85140
60JD0JML3KiTHFkKNGv16e	Hannah Dasher	38	[]	3053	105694
4VbLknkcJMhSninTvMZbfE	Sophiegrophy	36	['australian hip hop']	1570	26803
7Lj8CmxeAuJ2c2I6YxA6AJ	dArtagnan	49	[]	27504	192202
0K24Tk5QTxx6tkcCdnY3Od	Frijid Pink	23	['blues rock', 'psychedelic blues-rock', 'psychedelic rock']	13821	12656
6lBmkgJlLqV4FXbb2JFMXu	WillMan	32	['swedish reggae']	1813	20926
2LpdhgwN0mYKMjnzrBQU8H	The Crazy World Of Arthur Brown	27	['psychedelic rock']	7095	21294
0w0CELABduUC4juyjLUrO1	Charlotte Bray	5	['21st century classical']	181	830
3y04cDQytu8ESOo9y07CI0	American Opera Society Orchestra/Nicola Rescigno	0	[]	2	20
3IsULVZIf4iGp9ExB7yJVq	Linnea Henriksson	63	['classic swedish pop', 'swedish pop']	124178	1239382
4ddt8PPvmWrI9mJQy1VrIG	Band Of Skulls	51	['dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'southampton indie']	222076	505902
1bjUcmZxY4zJO1V5LaKzUY	Melechesh	29	['black metal', 'israeli metal', 'oriental metal', 'pagan black metal', 'symphonic black metal']	26764	14406
2Q0EISrSeMlAHRybVtpcF1	Placidous	38	[]	159	58848
3m37vbDpkiEDSUXQcJJhcZ	Bill Elliott	31	['swing revival']	111	8194
2ItqDyOHeQBaOPeZmKVu2p	Cast - Sofia the First	50	['disney']	18031	251061
0hrQY4jwTrs2mJ4F7lSCHY	Trinity Church Choir, New York	29	[]	130	12642
6xikG2kDoIZnB78TBPXlkj	Roll Rida	44	['desi hip hop', 'telugu hip hop']	4422	245245
4GUMCRxv1P9byLkY68ER5v	Sarah-Jane Bradley	10	['viola']	34	813
53kVUvxYgxcYwhbUjqm9X6	Anand	33	[]	618	68319
48sLioddyaXkuhyHXSkpsB	Parson James	62	['pop soul']	52248	2409861
7K78lVZ8XzkjfRSI7570FF	José Feliciano	80	['latin pop', 'puerto rican pop']	213742	29122542
0X4ifzGeNDRXMdVjfgq7wQ	Jak Bannon	37	[]	615	129685
5puV4r3ntz4XyzN6QnBKep	Missy Raines	23	['neo-traditional bluegrass']	723	7856
4sgTqbA7htxYkRRJBPZIom	Thy Catafalque	37	['avant-garde metal', 'cosmic black metal', 'hungarian black metal', 'hungarian metal', 'sci-fi metal', 'slavic metal', 'symphonic death metal']	22952	55015
4mo8fqMn19RX8Ekf2yz0t4	Gabriel Parker	42	['focus']	4855	141658
0zimAUeLZD9gEVSEgc9RRd	Greg Spero	31	[]	1142	42693
60JD0JML3KiTHFkKNGv16e	Hannah Dasher	38	[]	3053	105694
4VbLknkcJMhSninTvMZbfE	Sophiegrophy	36	['australian hip hop']	1570	26803
7Lj8CmxeAuJ2c2I6YxA6AJ	dArtagnan	49	[]	27504	192202
0K24Tk5QTxx6tkcCdnY3Od	Frijid Pink	23	['blues rock', 'psychedelic blues-rock', 'psychedelic rock']	13821	12656
6lBmkgJlLqV4FXbb2JFMXu	WillMan	32	['swedish reggae']	1813	20926
2LpdhgwN0mYKMjnzrBQU8H	The Crazy World Of Arthur Brown	27	['psychedelic rock']	7095	21294
0w0CELABduUC4juyjLUrO1	Charlotte Bray	5	['21st century classical']	181	830
3y04cDQytu8ESOo9y07CI0	American Opera Society Orchestra/Nicola Rescigno	0	[]	2	20
3IsULVZIf4iGp9ExB7yJVq	Linnea Henriksson	63	['classic swedish pop', 'swedish pop']	124178	1239382
4ddt8PPvmWrI9mJQy1VrIG	Band Of Skulls	51	['dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'southampton indie']	222076	505902
1bjUcmZxY4zJO1V5LaKzUY	Melechesh	29	['black metal', 'israeli metal', 'oriental metal', 'pagan black metal', 'symphonic black metal']	26764	14406
2Q0EISrSeMlAHRybVtpcF1	Placidous	38	[]	159	58848
3m37vbDpkiEDSUXQcJJhcZ	Bill Elliott	31	['swing revival']	111	8194
2ItqDyOHeQBaOPeZmKVu2p	Cast - Sofia the First	50	['disney']	18031	251061
0hrQY4jwTrs2mJ4F7lSCHY	Trinity Church Choir, New York	29	[]	130	12642
6xikG2kDoIZnB78TBPXlkj	Roll Rida	44	['desi hip hop', 'telugu hip hop']	4422	245245
4GUMCRxv1P9byLkY68ER5v	Sarah-Jane Bradley	10	['viola']	34	813
53kVUvxYgxcYwhbUjqm9X6	Anand	33	[]	618	68319
48sLioddyaXkuhyHXSkpsB	Parson James	62	['pop soul']	52248	2409861
7K78lVZ8XzkjfRSI7570FF	José Feliciano	80	['latin pop', 'puerto rican pop']	213742	29122542
0X4ifzGeNDRXMdVjfgq7wQ	Jak Bannon	37	[]	615	129685
5puV4r3ntz4XyzN6QnBKep	Missy Raines	23	['neo-traditional bluegrass']	723	7856
4sgTqbA7htxYkRRJBPZIom	Thy Catafalque	37	['avant-garde metal', 'cosmic black metal', 'hungarian black metal', 'hungarian metal', 'sci-fi metal', 'slavic metal', 'symphonic death metal']	22952	55015
4mo8fqMn19RX8Ekf2yz0t4	Gabriel Parker	42	['focus']	4855	141658
0zimAUeLZD9gEVSEgc9RRd	Greg Spero	31	[]	1142	42693
5nPOO9iTcrs9k6yFffPxjH	Röyksopp	62	['alternative dance', 'big beat', 'downtempo', 'electronica', 'electropop', 'trip hop']	671977	1688379
7lsn4vl91HSqb5byRmFu8I	Dale Warland Singers	37	['american choir', 'choral']	2250	50136
0DglDT7eUNaSWf99w39e2m	Marcel Loeffler	20	['accordion', 'jazz accordion']	723	8048
6sFHvCyqklnJpXC9Nh1aag	Alexander 23	72	['indie cafe pop', 'indie pop', 'pop', 'social media pop']	121082	6686920
5Dm525w7dCfRzudUS4EeQE	Fliptrix	45	['uk alternative hip hop', 'uk hip hop']	32481	100500
1RnGhd2JfN5nbVOvYmhDyO	Ce'Cile	45	['modern reggae', 'riddim']	43297	191077
2XTagQi0nGPNbj3p8FspeM	Brian A. Schmidt	30	[]	54	353
70vrcQugFAOAtOFIW1wcyR	Anna Järvinen	33	['swedish indie folk']	8930	56301
7FIqXqYZHMomTAcTXF4UHu	Milky Day	44	['chill r&b']	6136	118218
240wlM8vDrf6S4zCyzGj2W	CamelPhat	70	['deep tech house', 'disco house', 'edm', 'house', 'pop dance', 'progressive house', 'tropical house']	226490	4520562
3iUjRVvYCsMfz7tuAQtBDI	Ultravox	55	['art rock', 'classic uk pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']	337118	887487
1eZyeFSTKLDC6TUnbmEIcm	Natacha Ducret	21	[]	5	10843
6ImUn600ZnHXjWRuYDMh4H	Gold	39	[]	546	105156
2pfGcDdLbwOQn9NIrh8X67	Gustav Munk	32	[]	191	51485
4J69yWrKwWJgjv3DKTZcGo	Big Brother & The Holding Company	59	['blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']	176453	1532935
5n7PIY3yS7npRtQuI5qgjF	KOYSINA	53	[]	51	545
5s6PllPLn5VlcNQofuTcsi	David Harewood	0	[]	30	71
43z2MuRXF0o8DEfDhi9ZXq	Nora Andersson	47	[]	135	0
2NDqx1z4TTkFr0QOnk8nX3	Haley Mae Campbell	43	['contemporary country', 'country pop']	3245	140738
3R4VCoPt7V1poOWpdU43X8	Godmode	55	[]	4259	547442
3iPWeMA0avSRKrPKcLaTDE	Marin Marais	42	['baroque', 'classical', 'early music', 'french baroque']	19231	79458
73UIalJYgktSi7qQFV53Qv	Hypocrisy	43	['black metal', 'death metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish metal']	111307	88971
7JDIzsiYm1WS3zUpiTdW52	Patrick Wilson	32	[]	1625	18144
6wPBIyIIMxoqgux29bGF8I	EXO-K	54	['k-pop', 'k-pop boy group']	1449638	552979
5LtAyeDVOVcydj65LvgICY	Bass Drum of Death	46	['garage pop', 'garage rock', 'indie garage rock', 'mississippi indie', 'modern alternative rock', 'noise pop', 'popgaze']	89056	180096
5nPOO9iTcrs9k6yFffPxjH	Röyksopp	62	['alternative dance', 'big beat', 'downtempo', 'electronica', 'electropop', 'trip hop']	671977	1688379
7lsn4vl91HSqb5byRmFu8I	Dale Warland Singers	37	['american choir', 'choral']	2250	50136
0DglDT7eUNaSWf99w39e2m	Marcel Loeffler	20	['accordion', 'jazz accordion']	723	8048
6sFHvCyqklnJpXC9Nh1aag	Alexander 23	72	['indie cafe pop', 'indie pop', 'pop', 'social media pop']	121082	6686920
5Dm525w7dCfRzudUS4EeQE	Fliptrix	45	['uk alternative hip hop', 'uk hip hop']	32481	100500
1RnGhd2JfN5nbVOvYmhDyO	Ce'Cile	45	['modern reggae', 'riddim']	43297	191077
2XTagQi0nGPNbj3p8FspeM	Brian A. Schmidt	30	[]	54	353
70vrcQugFAOAtOFIW1wcyR	Anna Järvinen	33	['swedish indie folk']	8930	56301
7FIqXqYZHMomTAcTXF4UHu	Milky Day	44	['chill r&b']	6136	118218
240wlM8vDrf6S4zCyzGj2W	CamelPhat	70	['deep tech house', 'disco house', 'edm', 'house', 'pop dance', 'progressive house', 'tropical house']	226490	4520562
3iUjRVvYCsMfz7tuAQtBDI	Ultravox	55	['art rock', 'classic uk pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']	337118	887487
1eZyeFSTKLDC6TUnbmEIcm	Natacha Ducret	21	[]	5	10843
6ImUn600ZnHXjWRuYDMh4H	Gold	39	[]	546	105156
2pfGcDdLbwOQn9NIrh8X67	Gustav Munk	32	[]	191	51485
4J69yWrKwWJgjv3DKTZcGo	Big Brother & The Holding Company	59	['blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']	176453	1532935
5n7PIY3yS7npRtQuI5qgjF	KOYSINA	53	[]	51	545
5s6PllPLn5VlcNQofuTcsi	David Harewood	0	[]	30	71
43z2MuRXF0o8DEfDhi9ZXq	Nora Andersson	47	[]	135	0
2NDqx1z4TTkFr0QOnk8nX3	Haley Mae Campbell	43	['contemporary country', 'country pop']	3245	140738
3R4VCoPt7V1poOWpdU43X8	Godmode	55	[]	4259	547442
3iPWeMA0avSRKrPKcLaTDE	Marin Marais	42	['baroque', 'classical', 'early music', 'french baroque']	19231	79458
73UIalJYgktSi7qQFV53Qv	Hypocrisy	43	['black metal', 'death metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish metal']	111307	88971
7JDIzsiYm1WS3zUpiTdW52	Patrick Wilson	32	[]	1625	18144
6wPBIyIIMxoqgux29bGF8I	EXO-K	54	['k-pop', 'k-pop boy group']	1449638	552979
5LtAyeDVOVcydj65LvgICY	Bass Drum of Death	46	['garage pop', 'garage rock', 'indie garage rock', 'mississippi indie', 'modern alternative rock', 'noise pop', 'popgaze']	89056	180096
0mvTBNG2hAuAEzUVgTYpQ2	Charmian Carr	55	['disney', 'hollywood', 'movie tunes']	1885	524315
6Irs7fI5Xuwhx38JhtarDu	Younger Hunger	50	['modern indie pop']	24239	304240
0Q3NXdTVJuealCQJ9dgZZm	Krazy Baldhead	29	['filter house']	4138	35050
6FfKXg3QdDbbwRs9JzffpY	lavender	49	['indie r&b']	1978	448821
4VPrTgtrZqcXCy5nGYKDAe	The Stone Canyon Band	42	[]	72	216558
2L2hppNg0A5WfGJTChIJL5	Dylan Rockoff	46	['nashville singer-songwriter']	13167	259588
1stGNsBocVFM9MfQtySETw	Cherry Poppin' Daddies	39	['eugene indie', 'ska punk', 'swing']	38190	81172
2A6zOsxWVzICR9Jfx3ubhy	Eduardo Hubert	3	[]	2	472
3cmGWsY812EaotqHpcdm8s	Philippa Bevans	28	[]	13	34013
7ey9WAjB2KrhzdmzvXR4mR	Clans	38	[]	5155	82113
3CbYyyd8wH3RT6t0jwpdzC	Murda Beatz	66	['canadian hip hop']	117236	1588377
4a4kjVU5kUK7AiaBehvRsf	Pedro Memelsdorff	17	[]	168	2876
3GDe9vz83X0nbdUFw5Pmim	Kaleido	24	['japanese jazztronica', 'shibuya-kei']	3131	13669
4Cedjq5BQL3MhapRvDpFED	Neko Case	51	['alternative country', 'anti-folk', 'canadian indie', 'canadian singer-songwriter', 'folk', 'indie pop', 'indie rock', 'lilith', 'new americana', 'outlaw country', 'roots rock', 'stomp and holler', 'traditional folk']	165278	390404
1GaBsp1ICIp1e6udgE7fba	Kevin Lyttle	56	['soca']	63685	1186486
1sP9nzoMXxaI0LiU1uWoLL	Reesa Renee	10	[]	1236	949
5kgAnLGI2biBHvY7hDsF7P	Alena Cherny	49	['ukrainian classical piano']	640	557968
74EhQOxqIuZSj1wsMLQabN	Lou Phelps	46	['canadian hip hop', 'indie r&b', 'indie soul']	15490	227272
3CjlHNtplJyTf9npxaPl5w	CHVRCHES	69	['electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'neo-synthpop', 'shimmer pop']	1180450	4651695
7J2lZBANizgPNfUzux31PV	David Gray	63	['acoustic pop', 'neo mellow', 'permanent wave', 'pop rock']	467619	1743929
0eu0y7eJ5NMo07NEQEIq1V	Black	54	['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']	30231	930611
7wNkISK49lKeXuRaZcQVFe	Ralph Vaughan Williams	58	['classical', 'post-romantic era']	70381	1468269
3HqP3nd8WI0VfHRhApPlan	Trinix	59	['bass trap', 'new french touch', 'tropical house']	47395	1015443
0p5axeJsbtTCXBrRVoKjwu	The Drums	64	['brooklyn indie', 'indie pop', 'indie rock', 'indie surf', 'modern rock', 'new rave']	500437	2191195
3wO7efIt0VozFe94cpghT7	LukeFly	18	['irish drill']	55	1413
0mvTBNG2hAuAEzUVgTYpQ2	Charmian Carr	55	['disney', 'hollywood', 'movie tunes']	1885	524315
6Irs7fI5Xuwhx38JhtarDu	Younger Hunger	50	['modern indie pop']	24239	304240
0Q3NXdTVJuealCQJ9dgZZm	Krazy Baldhead	29	['filter house']	4138	35050
6FfKXg3QdDbbwRs9JzffpY	lavender	49	['indie r&b']	1978	448821
4VPrTgtrZqcXCy5nGYKDAe	The Stone Canyon Band	42	[]	72	216558
2L2hppNg0A5WfGJTChIJL5	Dylan Rockoff	46	['nashville singer-songwriter']	13167	259588
1stGNsBocVFM9MfQtySETw	Cherry Poppin' Daddies	39	['eugene indie', 'ska punk', 'swing']	38190	81172
2A6zOsxWVzICR9Jfx3ubhy	Eduardo Hubert	3	[]	2	472
3cmGWsY812EaotqHpcdm8s	Philippa Bevans	28	[]	13	34013
7ey9WAjB2KrhzdmzvXR4mR	Clans	38	[]	5155	82113
3CbYyyd8wH3RT6t0jwpdzC	Murda Beatz	66	['canadian hip hop']	117236	1588377
4a4kjVU5kUK7AiaBehvRsf	Pedro Memelsdorff	17	[]	168	2876
3GDe9vz83X0nbdUFw5Pmim	Kaleido	24	['japanese jazztronica', 'shibuya-kei']	3131	13669
4Cedjq5BQL3MhapRvDpFED	Neko Case	51	['alternative country', 'anti-folk', 'canadian indie', 'canadian singer-songwriter', 'folk', 'indie pop', 'indie rock', 'lilith', 'new americana', 'outlaw country', 'roots rock', 'stomp and holler', 'traditional folk']	165278	390404
1GaBsp1ICIp1e6udgE7fba	Kevin Lyttle	56	['soca']	63685	1186486
1sP9nzoMXxaI0LiU1uWoLL	Reesa Renee	10	[]	1236	949
5kgAnLGI2biBHvY7hDsF7P	Alena Cherny	49	['ukrainian classical piano']	640	557968
74EhQOxqIuZSj1wsMLQabN	Lou Phelps	46	['canadian hip hop', 'indie r&b', 'indie soul']	15490	227272
3CjlHNtplJyTf9npxaPl5w	CHVRCHES	69	['electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'neo-synthpop', 'shimmer pop']	1180450	4651695
7J2lZBANizgPNfUzux31PV	David Gray	63	['acoustic pop', 'neo mellow', 'permanent wave', 'pop rock']	467619	1743929
0eu0y7eJ5NMo07NEQEIq1V	Black	54	['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']	30231	930611
7wNkISK49lKeXuRaZcQVFe	Ralph Vaughan Williams	58	['classical', 'post-romantic era']	70381	1468269
3HqP3nd8WI0VfHRhApPlan	Trinix	59	['bass trap', 'new french touch', 'tropical house']	47395	1015443
0p5axeJsbtTCXBrRVoKjwu	The Drums	64	['brooklyn indie', 'indie pop', 'indie rock', 'indie surf', 'modern rock', 'new rave']	500437	2191195
3wO7efIt0VozFe94cpghT7	LukeFly	18	['irish drill']	55	1413
37230BxxYs9ksS7OkZw3IU	Chencho Corleone	82	['reggaeton', 'trap latino']	104514	15763677
4586oPyU8t6d4hGb1BPFTU	Nissi	28	['alte']	917	15382
770uRtQf5TXfMaUu5Q6KTy	Paul Bradley	12	['irish fiddle', 'jig and reel']	178	2959
7zkEyvgDJYnVeTTsFaReKe	Weather and Nature Recordings	52	['environmental']	592	220431
3SRXsr6dPMvVGSSpccDWjO	DOLLA	42	[]	5080	124860
4EDtxm2WLicV4I1B9E8kl2	Fusik	24	['bboy']	1875	11341
0oeiA5U9u1U45Gos5cywUU	Soso Maness	70	['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']	199512	2417777
2RQuyY0nQqKOtzhBhghSGu	Henrik Freischlader	42	['blues rock', 'electric blues', 'german blues', 'modern blues', 'modern blues rock', 'power blues-rock']	22971	113483
3BRjxpDVT56Y2G5dS3xYZS	Eyehategod	40	['doom metal', 'drone metal', 'louisiana metal', 'post-doom metal', 'sludge metal']	71645	74483
7kozeGeawfP7IEEL6dddrM	Kataklysm	45	['brutal death metal', 'canadian metal', 'death metal', 'groove metal', 'melodic death metal', 'metal', 'quebec death metal', 'technical melodic death metal']	98770	167062
2FtoVJBkfbE89zyZJ0E9eR	Leroy Carr	27	['barrelhouse piano', 'blues', 'boogie-woogie', 'piano blues', 'traditional blues']	6470	24691
6PyV5uHz86osOJqwSYOpx6	Mark Schatz	32	['instrumental bluegrass', 'old-time']	219	5557
17HirBkDw4wJyY3NXU0aYS	REYN	42	[]	303	229194
0TjAAwE04BeoSeOpJIakYH	Little May	47	['indie folk']	45604	362781
7d7AZ3CQC457bFhK0wHpSO	Scott McKenzie	53	['bubblegum pop', 'folk rock']	31372	851486
0ugRf6ECGBFRCHlv9iG1No	Stephen Cleobury	74	['cambridge choir', 'choral', 'classical organ', 'orchestral performance']	7300	2314572
4K1bmNl7QvLvBZa9v4b9rd	Elsa Greeve	51	[]	198	433095
7LvvNoUPwTZpgXDWBRrfHg	DRAMA	61	['alternative r&b', 'electropop', 'indie soul', 'vapor soul']	72104	1514275
4qmHkMxr6pTWh5Zo74odpH	Elvis Costello & The Attractions	58	['art rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave', 'new wave pop', 'power pop', 'pub rock', 'rock', 'roots rock']	183744	1276338
1EGUefknrsBH81C1RpwLZj	Dom Pub	21	['microtonal']	29	13202
2at5llPrXJTTBh2vgSm2VB	Midori Seiler	19	['baroque violin', 'historically informed performance']	588	6070
