mean,max,fraction
0.06616075873035011,0.4482758620689655,2
0.07950141050080699,0.5671641791044776,3
0.09546368664402469,0.6388888888888888,4
0.09131664096027141,0.55,5
0.08445638600583248,0.5595238095238095,6
0.09316476168213825,0.5714285714285714,7
0.07936101201933339,0.4431818181818182,8
0.10721971142893588,0.7368421052631579,9
0.0669425499296408,0.32222222222222224,10
