mean,max,fraction
0.08279613046007418,0.4,2
0.12975620148514105,0.43283582089552236,3
0.11185777447831698,0.64,4
0.1274360943015663,0.6794871794871795,5
0.11056807468389904,0.47619047619047616,6
0.1483586907604601,0.6428571428571429,7
0.13592241297777125,0.7222222222222222,8
0.11781302178353915,0.5116279069767442,9
0.10141437350220862,0.4,10
