mean,max,fraction
0.026909532234365076,0.36,2
0.02711926400819163,0.10606060606060606,3
0.050361695644549995,0.9594594594594594,4
0.04196350303384848,0.22916666666666666,5
0.04583968092781896,0.40963855421686746,6
0.03739413378608033,0.22093023255813954,7
0.059809294063068834,0.47126436781609193,8
0.04822344837256032,0.29213483146067415,9
0.06296555595021877,0.6666666666666666,10
