mean,max,fraction
0.03307300845838395,0.36363636363636365,2
0.02434445388177483,0.2835820895522388,3
0.043052295120086924,0.34782608695652173,4
0.06125892743399074,0.6625,5
0.03536717583233854,0.2261904761904762,6
0.05199143118119165,0.37209302325581395,7
0.036240820686241605,0.40350877192982454,8
0.03730313905403369,0.3918918918918919,9
0.03209230111640491,0.37777777777777777,10
